id,fails,passes,Priority,CreatedDate,Steps,LastResult
12314,5,2,3,2021-09-02,3,1
12315,7,5,2,2021-09-20,22,0
12316,1,1,2,2021-12-26,6,0
12317,9,3,1,2021-08-25,15,0
12318,6,6,2,2021-12-02,19,1
12319,9,5,3,2021-08-08,27,1
12320,10,8,2,2021-11-19,10,1
12321,10,6,3,2021-10-29,28,1
12322,9,7,2,2021-11-05,27,0
12323,3,1,1,2021-12-22,6,0
12324,4,3,1,2021-08-02,9,0
12325,7,4,3,2021-11-30,15,0
12326,3,3,1,2021-09-06,20,1
12327,10,7,2,2021-10-26,5,1
12328,7,9,2,2021-09-07,16,1
12329,3,4,2,2021-10-22,5,1
12330,1,7,3,2021-08-13,23,0
12331,8,9,1,2021-09-24,20,0
12332,6,9,2,2021-10-05,8,1
12333,3,5,1,2021-09-10,18,1
12334,1,7,3,2021-08-18,4,0
12335,5,7,1,2021-10-01,21,1
12336,9,5,2,2021-10-10,18,0
12337,6,10,1,2021-11-29,12,1
12338,7,9,3,2021-09-03,15,1
12339,8,1,1,2021-11-15,14,1
12340,7,9,3,2021-09-12,13,0
12341,9,6,1,2021-10-03,2,1
12342,9,8,2,2021-12-26,29,1
12343,10,1,1,2021-08-15,12,0
12344,9,9,3,2021-10-31,6,1
12345,1,9,1,2021-12-24,23,1
12346,2,9,2,2021-08-11,21,1
12347,10,1,3,2021-09-08,10,0
12348,7,10,2,2021-10-08,20,1
12349,9,10,3,2021-12-27,11,1
12350,3,10,3,2021-10-05,5,1
12351,8,9,3,2021-12-08,1,1
12352,3,8,2,2021-12-21,29,0
12353,3,4,2,2021-09-13,30,0
12354,8,2,2,2021-09-03,23,0
12355,4,7,1,2021-10-27,3,1
12356,10,7,1,2021-08-30,27,1
12357,10,5,3,2021-10-26,21,0
12358,7,2,3,2021-12-28,16,0
12359,10,8,2,2021-10-19,28,0
12360,7,8,2,2021-08-10,29,1
12361,8,10,3,2021-11-18,17,1
12362,7,8,1,2021-12-02,21,0
12363,1,9,1,2021-11-14,2,1
12364,8,2,2,2021-08-14,10,1
12365,5,7,1,2021-11-30,9,0
12366,2,1,3,2021-10-01,29,0
12367,1,6,2,2021-10-23,7,1
12368,10,2,2,2021-11-22,18,0
12369,3,4,1,2021-08-16,30,1
12370,7,4,3,2021-09-15,15,1
12371,9,6,2,2021-12-15,9,1
12372,2,10,2,2021-10-11,12,0
12373,8,4,3,2021-11-10,12,1
12374,6,10,2,2021-09-09,19,1
12375,4,5,1,2021-08-21,26,0
12376,5,5,2,2021-11-13,7,1
12377,10,3,1,2021-10-19,25,1
12378,8,10,2,2021-11-24,2,1
12379,2,8,1,2021-09-20,9,1
12380,2,10,1,2021-08-17,17,1
12381,8,8,3,2021-12-29,14,0
12382,8,4,1,2021-10-09,21,1
12383,7,3,2,2021-09-30,26,0
12384,6,2,1,2021-08-30,7,0
12385,4,5,3,2021-10-19,30,0
12386,9,3,2,2021-09-01,7,0
12387,9,4,1,2021-12-11,20,1
12388,10,7,1,2021-10-18,2,1
12389,5,8,1,2021-10-23,17,0
12390,7,5,3,2021-09-24,16,0
12391,6,6,2,2021-08-06,20,0
12392,5,6,3,2021-10-10,26,1
12393,10,2,2,2021-09-13,27,1
12394,1,6,1,2021-09-21,25,1
12395,4,9,1,2021-12-22,5,0
12396,1,8,2,2021-11-11,4,0
12397,2,6,2,2021-12-14,9,0
12398,3,7,1,2021-11-10,3,1
12399,8,2,1,2021-11-09,17,0
12400,6,4,3,2021-12-18,21,0
12401,2,8,2,2021-08-12,13,0
12402,6,10,1,2021-11-27,30,0
12403,10,4,2,2021-08-21,22,0
12404,4,2,1,2021-11-02,28,0
12405,6,3,1,2021-12-21,1,1
12406,8,8,3,2021-10-24,20,1
12407,6,3,3,2021-08-26,26,1
12408,5,7,3,2021-12-19,22,0
12409,3,3,3,2021-09-25,15,0
12410,1,6,1,2021-12-16,13,1
12411,5,1,2,2021-11-27,19,0
12412,3,4,2,2021-09-15,13,0
12413,4,9,2,2021-09-04,29,1
12414,6,4,1,2021-12-09,8,1
12415,2,9,3,2021-12-15,9,1
12416,8,5,2,2021-12-23,12,0
12417,1,8,1,2021-12-30,20,0
12418,6,5,2,2021-10-08,28,0
12419,7,7,1,2021-11-12,6,0
12420,8,7,2,2021-08-25,1,0
12421,6,9,3,2021-09-18,30,0
12422,7,1,2,2021-08-27,20,1
12423,7,3,2,2021-10-26,10,1
12424,7,3,1,2021-09-03,23,1
12425,1,4,2,2021-10-02,10,0
12426,7,10,3,2021-08-10,18,0
12427,6,10,3,2021-09-03,30,1
12428,9,2,1,2021-08-20,3,0
12429,2,7,2,2021-11-07,14,0
12430,3,1,2,2021-09-20,30,1
12431,2,7,3,2021-11-08,6,0
12432,4,7,1,2021-09-13,4,0
12433,5,1,3,2021-12-07,29,0
12434,3,8,2,2021-11-02,14,1
12435,5,9,2,2021-08-04,23,1
12436,3,2,2,2021-08-20,14,1
12437,9,1,3,2021-08-01,12,1
12438,4,5,3,2021-12-24,9,1
12439,8,3,1,2021-09-02,23,0
12440,7,8,2,2021-12-26,12,0
12441,8,5,1,2021-09-17,24,1
12442,1,6,3,2021-11-17,6,1
12443,6,9,2,2021-10-19,15,0
12444,9,4,3,2021-12-07,24,0
12445,5,5,2,2021-09-18,18,0
12446,2,4,2,2021-11-10,3,1
12447,6,1,1,2021-09-05,22,1
12448,3,4,2,2021-11-28,21,0
12449,2,4,2,2021-11-23,17,0
12450,10,7,2,2021-12-03,27,0
12451,4,5,1,2021-11-09,9,1
12452,6,4,2,2021-12-14,27,1
12453,10,10,3,2021-09-29,12,0
12454,2,4,2,2021-09-09,19,1
12455,2,6,2,2021-10-14,25,1
12456,9,5,1,2021-10-08,29,0
12457,5,5,1,2021-11-21,19,0
12458,4,6,3,2021-09-24,26,1
12459,7,5,2,2021-11-24,10,0
12460,5,9,3,2021-12-27,4,0
12461,4,3,2,2021-08-20,9,0
12462,10,2,1,2021-12-06,17,1
12463,7,3,3,2021-10-28,11,0
12464,5,6,3,2021-12-14,29,0
12465,3,10,3,2021-12-23,19,0
12466,2,10,1,2021-08-26,3,0
12467,7,7,1,2021-09-27,30,0
12468,6,9,2,2021-10-28,30,0
12469,10,5,2,2021-09-08,16,0
12470,2,8,3,2021-10-06,17,1
12471,6,4,1,2021-11-07,24,0
12472,1,3,1,2021-11-08,9,1
12473,10,1,1,2021-09-04,8,0
12474,2,10,3,2021-12-14,21,1
12475,2,10,3,2021-12-21,5,0
12476,7,1,2,2021-10-17,24,1
12477,7,1,1,2021-12-19,6,1
12478,5,10,1,2021-12-09,11,0
12479,10,3,2,2021-12-08,12,1
12480,2,10,1,2021-08-04,26,1
12481,3,7,2,2021-11-19,2,0
12482,9,9,2,2021-08-02,8,0
12483,10,6,2,2021-12-29,5,1
12484,9,2,1,2021-12-21,19,1
12485,4,10,1,2021-11-04,8,1
12486,4,7,2,2021-12-30,12,1
12487,6,1,1,2021-10-10,7,0
12488,4,2,3,2021-10-26,1,1
12489,1,2,2,2021-08-24,13,1
12490,1,3,2,2021-10-14,17,1
12491,3,1,2,2021-12-08,17,0
12492,5,5,1,2021-08-27,5,0
12493,7,9,1,2021-11-20,1,1
12494,9,4,3,2021-09-25,14,1
12495,10,10,3,2021-12-15,9,1
12496,4,6,2,2021-11-14,9,0
12497,5,6,1,2021-11-12,11,1
12498,7,4,2,2021-09-27,27,0
12499,6,9,3,2021-12-29,1,0
12500,10,5,2,2021-12-14,8,0
12501,2,5,1,2021-09-06,7,1
12502,10,6,1,2021-12-23,28,0
12503,6,5,1,2021-09-14,29,0
12504,9,6,3,2021-11-18,6,1
12505,7,4,1,2021-08-07,22,0
12506,2,7,1,2021-11-29,14,1
12507,3,2,1,2021-09-29,12,0
12508,9,10,3,2021-11-01,6,0
12509,9,5,3,2021-12-17,20,0
12510,6,7,2,2021-11-22,16,1
12511,6,9,2,2021-11-02,28,1
12512,5,3,2,2021-12-06,3,0
12513,9,9,3,2021-12-09,12,0
12514,3,4,2,2021-12-20,20,0
12515,10,2,3,2021-11-22,21,1
12516,7,1,2,2021-11-28,13,0
12517,2,3,2,2021-09-01,30,1
12518,2,6,1,2021-12-06,30,0
12519,10,5,1,2021-11-12,10,1
12520,5,8,1,2021-12-02,4,1
12521,7,5,1,2021-09-08,12,1
12522,6,3,1,2021-11-28,12,0
12523,4,10,3,2021-10-30,9,1
12524,2,7,2,2021-10-11,4,0
12525,8,3,2,2021-11-20,14,0
12526,6,3,2,2021-09-28,7,0
12527,8,3,2,2021-11-20,29,1
12528,9,6,3,2021-11-30,16,1
12529,3,8,1,2021-11-10,23,1
12530,4,1,2,2021-11-26,2,1
12531,3,9,1,2021-08-12,18,1
12532,3,1,2,2021-09-28,26,1
12533,8,8,3,2021-10-21,12,1
12534,6,7,2,2021-10-04,20,0
12535,2,4,3,2021-12-28,11,0
12536,1,7,2,2021-10-10,24,0
12537,8,8,2,2021-08-22,27,1
12538,1,3,2,2021-10-07,1,0
12539,8,7,3,2021-08-29,27,0
12540,4,3,1,2021-11-23,30,0
12541,2,10,3,2021-09-22,28,0
12542,3,3,2,2021-11-01,19,1
12543,6,10,1,2021-12-15,14,1
12544,9,8,1,2021-10-28,18,1
12545,10,1,2,2021-11-05,6,1
12546,8,4,1,2021-08-05,12,0
12547,10,4,1,2021-08-01,6,0
12548,9,4,2,2021-09-14,22,1
12549,9,8,2,2021-08-20,27,0
12550,4,7,2,2021-12-10,26,0
12551,4,6,2,2021-09-27,11,0
12552,1,6,2,2021-11-29,28,0
12553,4,4,3,2021-12-17,11,0
12554,10,2,3,2021-09-05,28,1
12555,7,3,1,2021-09-01,3,0
12556,2,9,3,2021-08-07,1,0
12557,9,3,1,2021-12-24,19,1
12558,2,1,1,2021-08-24,26,1
12559,3,10,1,2021-09-07,20,1
12560,2,7,2,2021-11-12,11,0
12561,9,6,2,2021-12-21,22,0
12562,10,1,3,2021-09-01,5,0
12563,3,6,3,2021-11-29,30,0
12564,9,8,1,2021-12-20,10,1
12565,9,10,3,2021-08-26,17,0
12566,1,5,1,2021-12-16,17,0
12567,8,7,3,2021-09-09,10,1
12568,10,6,3,2021-11-19,13,0
12569,7,10,3,2021-11-14,29,1
12570,10,3,2,2021-08-02,28,1
12571,1,9,1,2021-08-23,17,0
12572,9,4,1,2021-10-18,1,1
12573,1,1,1,2021-08-02,29,1
12574,3,7,3,2021-12-25,27,0
12575,4,4,1,2021-12-19,16,0
12576,1,10,3,2021-10-16,30,1
12577,8,6,3,2021-08-15,22,0
12578,2,8,1,2021-11-30,15,1
12579,3,2,3,2021-11-01,26,0
12580,6,8,1,2021-12-01,21,0
12581,7,9,2,2021-11-16,18,0
12582,2,6,2,2021-10-15,27,1
12583,3,2,3,2021-09-16,3,0
12584,6,9,2,2021-08-26,29,0
12585,10,1,1,2021-12-24,7,0
12586,9,1,3,2021-11-14,13,0
12587,2,5,1,2021-09-19,21,1
12588,4,4,3,2021-11-10,26,1
12589,8,3,2,2021-12-28,25,0
12590,1,10,2,2021-11-18,9,0
12591,7,1,3,2021-08-13,11,1
12592,1,10,1,2021-08-30,16,0
12593,6,6,1,2021-09-01,10,0
12594,5,3,3,2021-10-19,13,1
12595,10,6,1,2021-10-30,16,1
12596,6,6,3,2021-12-29,9,1
12597,6,7,1,2021-08-08,18,0
12598,6,2,1,2021-10-26,4,0
12599,2,2,1,2021-10-31,10,1
12600,3,5,2,2021-12-28,12,0
12601,4,5,1,2021-10-19,6,1
12602,10,10,1,2021-09-10,1,0
12603,2,5,2,2021-08-06,14,0
12604,1,3,2,2021-11-08,7,0
12605,10,8,3,2021-11-07,17,1
12606,8,4,2,2021-10-30,3,0
12607,5,1,1,2021-11-04,4,0
12608,3,2,2,2021-12-14,23,0
12609,3,5,3,2021-09-23,17,0
12610,5,10,1,2021-12-10,20,0
12611,6,4,3,2021-12-29,8,1
12612,2,1,2,2021-10-22,11,0
12613,10,1,3,2021-09-02,8,1
12614,6,4,3,2021-08-24,27,1
12615,6,10,2,2021-10-02,25,0
12616,1,9,3,2021-11-21,14,0
12617,4,2,3,2021-12-02,18,0
12618,1,5,3,2021-08-08,13,1
12619,1,6,3,2021-10-09,30,0
12620,4,4,2,2021-09-13,1,1
12621,8,3,2,2021-11-12,2,1
12622,5,6,3,2021-08-20,10,0
12623,5,9,3,2021-10-10,23,1
12624,1,3,1,2021-12-27,7,1
12625,8,9,2,2021-09-03,3,0
12626,10,10,3,2021-08-16,26,0
12627,5,5,1,2021-10-02,2,0
12628,4,7,3,2021-09-30,8,1
12629,6,9,2,2021-11-20,9,1
12630,1,6,2,2021-12-01,24,1
12631,9,3,3,2021-11-08,23,1
12632,4,2,2,2021-08-16,19,0
12633,5,9,3,2021-12-27,9,1
12634,1,7,3,2021-11-06,12,1
12635,2,6,1,2021-11-02,6,1
12636,9,8,2,2021-10-19,3,1
12637,10,9,1,2021-12-06,22,0
12638,2,4,2,2021-11-15,8,1
12639,4,7,2,2021-09-22,11,0
12640,5,6,2,2021-12-01,13,0
12641,10,5,2,2021-12-09,19,1
12642,10,6,1,2021-11-11,17,0
12643,7,2,3,2021-08-24,9,1
12644,8,1,3,2021-08-06,18,1
12645,4,6,3,2021-10-30,2,1
12646,4,5,3,2021-12-09,30,1
12647,7,2,2,2021-08-06,18,0
12648,8,1,2,2021-12-14,14,1
12649,2,6,3,2021-08-12,6,0
12650,2,9,1,2021-08-22,24,1
12651,10,9,1,2021-12-11,27,0
12652,4,10,2,2021-11-09,2,1
12653,8,5,1,2021-08-02,7,0
12654,2,3,2,2021-09-26,16,0
12655,5,9,2,2021-08-11,14,0
12656,7,9,3,2021-11-26,5,1
12657,6,10,1,2021-12-26,21,1
12658,8,9,1,2021-08-28,2,1
12659,5,10,1,2021-09-13,22,0
12660,10,2,3,2021-10-04,5,1
12661,2,3,2,2021-10-17,4,0
12662,9,8,1,2021-09-12,28,0
12663,4,4,3,2021-08-23,1,0
12664,2,4,3,2021-09-11,20,1
12665,4,8,1,2021-12-30,3,1
12666,3,5,3,2021-08-25,7,1
12667,1,3,1,2021-12-28,14,0
12668,6,7,3,2021-12-30,18,0
12669,2,2,3,2021-09-19,20,1
12670,10,3,3,2021-10-06,3,0
12671,10,8,1,2021-10-04,24,1
12672,4,3,1,2021-10-27,26,1
12673,2,5,1,2021-12-11,17,1
12674,7,2,2,2021-12-08,21,0
12675,8,8,2,2021-12-09,7,0
12676,5,6,1,2021-11-11,11,1
12677,7,4,2,2021-10-22,10,0
12678,3,8,2,2021-10-16,2,0
12679,7,8,3,2021-08-17,26,1
12680,10,7,2,2021-10-18,7,0
12681,6,1,1,2021-12-18,3,0
12682,2,2,3,2021-12-14,20,0
12683,8,8,1,2021-10-09,15,0
12684,1,8,2,2021-11-16,12,1
12685,3,10,3,2021-09-17,13,0
12686,7,5,1,2021-10-21,16,0
12687,4,2,2,2021-08-24,16,1
12688,1,1,1,2021-08-09,4,0
12689,2,10,1,2021-10-01,29,1
12690,10,1,1,2021-10-06,24,1
12691,8,3,1,2021-11-21,28,1
12692,6,7,2,2021-10-03,8,0
12693,3,5,3,2021-10-26,26,1
12694,3,6,2,2021-08-17,14,0
12695,4,1,1,2021-10-14,5,0
12696,3,9,3,2021-08-11,15,1
12697,3,5,3,2021-11-28,13,0
12698,3,5,1,2021-10-04,11,1
12699,10,9,2,2021-11-13,10,1
12700,5,1,1,2021-09-30,8,0
12701,10,2,1,2021-10-17,16,0
12702,7,8,1,2021-10-11,30,0
12703,7,2,2,2021-12-30,6,1
12704,4,3,1,2021-10-19,18,0
12705,2,5,1,2021-11-30,3,0
12706,1,8,3,2021-10-06,23,0
12707,2,6,3,2021-08-08,18,1
12708,8,3,2,2021-08-02,3,0
12709,10,9,2,2021-10-02,12,1
12710,8,8,3,2021-12-09,19,1
12711,5,1,3,2021-12-14,11,0
12712,6,3,3,2021-11-13,26,0
12713,6,2,2,2021-10-02,29,0
12714,7,10,3,2021-12-03,29,0
12715,5,5,1,2021-11-22,13,1
12716,1,2,2,2021-12-07,9,1
12717,3,7,1,2021-09-05,7,0
12718,2,8,3,2021-09-21,9,0
12719,2,3,2,2021-09-16,9,1
12720,6,3,2,2021-08-13,5,0
12721,2,9,3,2021-09-28,18,1
12722,1,4,3,2021-09-28,23,0
12723,2,1,3,2021-12-22,13,1
12724,10,4,3,2021-09-20,2,0
12725,10,7,1,2021-10-23,14,0
12726,6,7,1,2021-08-30,26,1
12727,6,3,3,2021-10-20,13,1
12728,6,2,3,2021-08-28,13,1
12729,8,8,1,2021-09-30,23,1
12730,8,2,2,2021-11-24,13,1
12731,6,5,3,2021-11-20,5,0
12732,8,5,3,2021-11-26,20,0
12733,5,5,2,2021-09-07,27,0
12734,4,3,3,2021-12-12,13,1
12735,1,5,1,2021-12-15,26,0
12736,6,6,1,2021-12-26,20,0
12737,5,9,1,2021-10-04,13,0
12738,9,9,1,2021-10-25,15,0
12739,8,5,1,2021-09-16,27,1
12740,1,10,3,2021-10-27,1,1
12741,1,9,2,2021-08-08,4,0
12742,3,7,3,2021-08-15,3,0
12743,8,2,1,2021-10-17,7,0
12744,8,9,1,2021-10-12,2,1
12745,7,5,1,2021-12-08,2,0
12746,1,7,1,2021-12-20,14,1
12747,1,4,1,2021-11-19,22,1
12748,6,3,3,2021-12-02,6,0
12749,1,1,3,2021-12-28,13,0
12750,2,4,2,2021-09-19,26,0
12751,7,6,2,2021-09-06,12,1
12752,7,9,3,2021-11-20,1,0
12753,10,10,3,2021-08-07,27,1
12754,10,10,1,2021-10-23,13,0
12755,1,5,3,2021-12-13,20,1
12756,1,8,3,2021-12-07,3,1
12757,2,2,2,2021-10-08,3,0
12758,6,7,2,2021-11-08,23,1
12759,3,4,2,2021-12-07,25,0
12760,5,5,3,2021-09-19,5,1
12761,8,7,3,2021-10-09,16,1
12762,10,4,1,2021-12-08,4,1
12763,2,9,3,2021-12-22,3,0
12764,10,5,2,2021-09-17,4,0
12765,10,6,1,2021-09-18,23,1
12766,7,3,3,2021-12-10,20,1
12767,6,4,3,2021-12-13,22,1
12768,4,7,2,2021-10-20,21,1
12769,10,5,3,2021-11-11,30,1
12770,8,3,1,2021-12-29,10,0
12771,10,1,1,2021-12-11,18,1
12772,3,4,1,2021-10-16,2,1
12773,10,3,1,2021-08-21,7,0
12774,3,5,3,2021-10-10,23,1
12775,2,7,1,2021-08-28,6,0
12776,5,6,1,2021-11-02,18,0
12777,7,8,2,2021-11-20,21,1
12778,3,2,3,2021-12-02,21,0
12779,3,4,2,2021-10-03,14,0
12780,3,2,2,2021-12-05,8,0
12781,4,1,2,2021-11-21,25,1
12782,5,3,3,2021-08-07,14,0
12783,6,7,3,2021-09-06,13,1
12784,4,6,3,2021-11-29,28,0
12785,1,9,1,2021-11-11,28,0
12786,9,1,3,2021-10-19,11,1
12787,2,3,3,2021-10-28,12,1
12788,7,10,2,2021-08-22,18,0
12789,8,5,2,2021-10-22,16,1
12790,9,1,2,2021-11-19,12,1
12791,8,2,3,2021-11-25,28,0
12792,9,10,1,2021-08-20,14,1
12793,1,5,1,2021-08-10,17,1
12794,10,8,3,2021-10-29,9,1
12795,9,5,3,2021-09-11,7,1
12796,6,1,1,2021-08-21,17,0
12797,10,10,1,2021-10-07,11,1
12798,5,3,1,2021-11-14,17,1
12799,2,4,2,2021-09-10,2,0
12800,7,1,3,2021-08-01,8,0
12801,2,8,3,2021-08-11,3,1
12802,8,5,1,2021-08-02,29,1
12803,5,7,2,2021-09-09,7,0
12804,1,5,1,2021-10-03,21,1
12805,8,10,3,2021-10-14,2,1
12806,5,7,1,2021-12-11,6,0
12807,5,4,3,2021-10-28,3,1
12808,2,8,2,2021-09-19,4,1
12809,6,10,1,2021-11-10,22,0
12810,8,8,2,2021-08-01,8,1
12811,5,5,3,2021-10-22,21,0
12812,2,2,3,2021-10-26,17,0
12813,7,7,1,2021-12-29,26,1
12814,4,6,2,2021-08-07,26,1
12815,5,5,2,2021-12-16,2,1
12816,7,4,1,2021-11-19,15,1
12817,6,4,3,2021-11-15,30,0
12818,4,6,2,2021-12-06,10,1
12819,9,7,1,2021-08-07,24,0
12820,2,4,2,2021-10-09,11,1
12821,1,7,1,2021-10-14,28,1
12822,10,5,1,2021-10-01,17,0
12823,2,3,1,2021-09-30,27,0
12824,5,3,3,2021-11-21,10,1
12825,7,10,3,2021-12-12,26,1
12826,7,7,2,2021-09-24,15,0
12827,10,2,1,2021-10-30,17,1
12828,6,3,2,2021-08-29,17,0
12829,9,1,1,2021-08-09,28,0
12830,5,10,2,2021-12-23,25,1
12831,5,5,1,2021-12-28,29,0
12832,1,2,2,2021-09-05,29,0
12833,8,9,2,2021-12-02,26,1
12834,9,1,2,2021-12-08,19,1
12835,7,8,1,2021-11-27,16,0
12836,9,1,1,2021-11-14,25,1
12837,1,4,1,2021-12-01,30,0
12838,7,10,3,2021-11-15,15,1
12839,7,3,3,2021-12-19,15,1
12840,10,2,1,2021-10-08,29,0
12841,4,4,3,2021-12-28,24,1
12842,5,2,1,2021-08-08,9,1
12843,2,9,3,2021-10-17,1,1
12844,10,4,1,2021-08-09,3,0
12845,5,9,1,2021-10-22,25,0
12846,5,9,1,2021-10-31,22,1
12847,6,4,3,2021-12-21,6,1
12848,8,7,3,2021-10-11,7,1
12849,1,10,3,2021-10-02,6,1
12850,1,6,1,2021-12-10,26,0
12851,4,6,2,2021-08-05,3,1
12852,5,9,3,2021-09-28,6,1
12853,5,10,1,2021-12-21,23,1
12854,4,1,1,2021-08-31,1,1
12855,7,3,2,2021-12-12,24,1
12856,1,10,3,2021-09-19,6,0
12857,8,2,3,2021-09-05,3,0
12858,5,2,1,2021-12-11,12,1
12859,4,5,2,2021-09-27,28,0
12860,7,8,2,2021-08-14,5,0
12861,2,3,3,2021-09-01,1,0
12862,4,3,1,2021-11-03,22,1
12863,10,6,2,2021-08-19,4,0
12864,4,2,2,2021-09-12,7,0
12865,2,6,2,2021-11-08,2,0
12866,6,8,2,2021-08-03,5,0
12867,7,2,1,2021-10-12,24,0
12868,1,5,2,2021-12-05,16,0
12869,6,8,3,2021-08-01,25,1
12870,5,5,2,2021-11-11,21,1
12871,1,9,1,2021-09-17,23,1
12872,3,10,2,2021-09-16,17,1
12873,4,9,3,2021-08-13,24,0
12874,8,9,1,2021-08-29,7,1
12875,8,5,2,2021-09-20,25,0
12876,8,5,1,2021-08-10,2,1
12877,9,2,3,2021-12-09,1,1
12878,5,9,3,2021-09-17,18,0
12879,3,10,1,2021-10-26,20,0
12880,7,9,2,2021-10-24,19,1
12881,10,1,3,2021-11-09,18,0
12882,2,3,1,2021-09-21,30,0
12883,8,5,2,2021-12-14,4,1
12884,10,1,1,2021-08-13,5,0
12885,9,10,2,2021-12-27,25,0
12886,9,6,3,2021-10-11,2,1
12887,3,8,2,2021-12-08,25,0
12888,8,2,2,2021-10-18,11,0
12889,7,7,2,2021-11-09,5,1
12890,8,1,2,2021-09-29,26,1
12891,3,8,1,2021-10-03,28,1
12892,9,6,1,2021-08-18,11,0
12893,6,8,1,2021-09-08,12,0
12894,10,5,1,2021-11-06,18,1
12895,5,3,1,2021-11-16,4,1
12896,8,8,2,2021-09-17,27,0
12897,5,5,3,2021-11-22,8,1
12898,2,5,1,2021-08-28,13,1
12899,6,3,1,2021-11-02,4,0
12900,9,4,2,2021-09-20,13,1
12901,1,9,3,2021-12-16,27,0
12902,6,1,3,2021-09-02,5,0
12903,9,10,2,2021-10-16,27,1
12904,5,5,1,2021-10-15,30,0
12905,2,3,1,2021-10-28,9,0
12906,3,5,2,2021-11-24,25,1
12907,7,2,2,2021-11-02,24,1
12908,4,5,3,2021-08-15,10,1
12909,10,7,2,2021-12-22,11,0
12910,7,4,1,2021-08-25,30,0
12911,4,5,2,2021-09-24,6,1
12912,3,4,1,2021-12-13,22,0
12913,4,4,1,2021-10-21,3,1
12914,8,8,2,2021-09-13,25,0
12915,4,6,2,2021-08-30,16,0
12916,8,5,1,2021-11-08,5,0
12917,10,2,3,2021-09-06,16,0
12918,5,9,1,2021-12-22,20,0
12919,1,4,3,2021-08-05,26,0
12920,1,1,1,2021-12-17,19,0
12921,2,9,2,2021-09-02,28,0
12922,10,4,3,2021-08-16,20,1
12923,5,10,2,2021-09-05,29,0
12924,5,8,1,2021-10-31,25,0
12925,9,8,2,2021-08-23,22,0
12926,9,10,2,2021-10-03,4,0
12927,5,3,1,2021-08-02,18,1
12928,7,4,3,2021-09-27,3,1
12929,8,5,3,2021-10-16,17,0
12930,8,5,3,2021-12-04,1,0
12931,2,5,2,2021-10-22,30,0
12932,8,2,1,2021-10-23,24,1
12933,8,4,1,2021-11-14,15,0
12934,9,2,2,2021-08-10,2,1
12935,3,6,1,2021-12-11,20,0
12936,7,8,1,2021-09-19,20,0
12937,1,3,2,2021-12-23,17,1
12938,1,1,3,2021-10-05,20,1
12939,4,6,1,2021-10-12,17,1
12940,5,1,1,2021-09-11,19,0
12941,7,4,3,2021-10-14,4,1
12942,5,4,3,2021-12-22,24,0
12943,4,6,2,2021-11-29,21,1
12944,8,8,2,2021-12-24,10,0
12945,7,4,1,2021-12-08,30,0
12946,4,6,3,2021-09-20,15,0
12947,5,3,2,2021-10-13,18,1
12948,1,10,1,2021-09-11,1,0
12949,4,8,1,2021-10-28,10,0
12950,8,6,3,2021-11-04,2,0
12951,2,1,2,2021-08-29,13,0
12952,6,1,3,2021-11-12,27,0
12953,3,4,2,2021-12-17,25,1
12954,2,1,1,2021-10-26,6,0
12955,1,8,2,2021-08-06,25,0
12956,4,4,1,2021-08-28,30,1
12957,4,1,3,2021-10-06,18,0
12958,2,6,3,2021-11-06,28,0
12959,5,8,3,2021-12-28,2,1
12960,3,6,2,2021-12-08,19,0
12961,4,9,3,2021-09-19,28,1
12962,1,10,3,2021-12-04,9,1
12963,4,6,2,2021-10-24,20,0
12964,9,7,2,2021-08-14,13,0
12965,7,5,2,2021-12-23,8,1
12966,9,7,3,2021-10-16,28,0
12967,2,3,3,2021-11-29,1,1
12968,8,1,3,2021-09-22,5,1
12969,4,7,3,2021-11-27,11,0
12970,4,3,2,2021-12-05,27,1
12971,3,3,2,2021-09-30,16,1
12972,9,9,1,2021-11-15,13,1
12973,10,6,1,2021-12-10,8,0
12974,6,8,1,2021-11-14,10,1
12975,7,9,2,2021-12-11,4,0
12976,1,1,2,2021-08-07,17,0
12977,9,3,1,2021-12-11,6,0
12978,10,7,3,2021-12-15,22,1
12979,7,5,1,2021-12-06,17,1
12980,9,2,2,2021-08-10,14,1
12981,7,4,3,2021-09-12,18,1
12982,5,7,1,2021-12-26,7,1
12983,10,9,2,2021-09-21,20,0
12984,6,4,3,2021-11-21,24,1
12985,6,3,1,2021-08-17,25,0
12986,9,2,2,2021-10-01,17,0
12987,4,4,2,2021-10-14,21,0
12988,3,1,1,2021-10-13,30,0
12989,3,4,1,2021-12-29,7,0
12990,2,9,2,2021-10-28,23,1
12991,8,1,1,2021-08-13,5,1
12992,4,8,2,2021-09-11,15,0
12993,7,9,2,2021-10-07,19,1
12994,10,7,2,2021-12-10,5,1
12995,7,5,3,2021-10-14,9,1
12996,5,6,2,2021-09-30,10,1
12997,5,4,2,2021-12-14,22,0
12998,3,7,1,2021-09-28,10,1
12999,4,2,3,2021-08-19,14,0
13000,2,8,2,2021-11-19,26,0
13001,1,5,2,2021-08-22,22,0
13002,4,3,2,2021-11-10,6,1
13003,4,4,2,2021-08-16,12,0
13004,1,6,3,2021-10-14,19,0
13005,4,10,2,2021-09-26,10,1
13006,6,7,2,2021-09-19,6,1
13007,5,7,1,2021-08-10,14,0
13008,9,5,2,2021-08-25,12,0
13009,1,4,2,2021-11-22,13,1
13010,8,1,3,2021-09-04,4,0
13011,8,1,3,2021-10-13,24,1
